item,base_price,reference_currency,float_qty,n_listings,ask_min,ask_median,ask_max,pred_mean,pred_std,pred_cv,pred_min,pred_max,factor_mean,factor_std,factor_cv
Desert Eagle | Calligraffiti (Factory New),15.26,,279,130,16.13,20.685,64.16,19.086,2.5777,0.1351,15.26,24.08,1.2507,0.1689,0.1351
SSG 08 | Blood in the Water (Minimal Wear),97.98,,294,132,97.96,126.365,7777.77,101.3929,3.4161,0.0337,97.69,112.78,1.0348,0.0349,0.0337
P90 | Shallow Grave (Factory New),73.1,,143,47,78.48,114.3,871.36,91.6053,18.5675,0.2027,71.8,118.32,1.2532,0.254,0.2027
FAMAS | Styx (Field-Tested),16.64,,133,37,15.69,25.79,566.0,17.2986,0.7002,0.0405,16.7,18.58,1.0396,0.0421,0.0405
Desert Eagle | Code Red (Minimal Wear),56.18,,492,76,59.12,78.42500000000001,799.0,57.2647,5.5449,0.0968,55.08,101.1,1.0193,0.0987,0.0968
AK-47 | Aphrodite (Minimal Wear),44.99,,2174,400,44.99,109.62,25689.6,45.9359,7.4472,0.1621,44.99,165.03,1.021,0.1655,0.1621
USP-S | Whiteout (Battle-Scarred),50.84,,100,50,49.95,73.475,4949.49,52.8112,4.3035,0.0815,49.75,62.84,1.0388,0.0846,0.0815
USP-S | Black Lotus (Factory New),40.49,,251,106,38.73,50.0,5000.0,42.8964,4.6521,0.1084,38.24,55.4,1.0594,0.1149,0.1084
AWP | PAW (Minimal Wear),3.55,,1947,397,3.37,9.49,165.0,3.5869,0.1765,0.0492,3.51,6.2,1.0104,0.0497,0.0492
Five-SeveN | Boost Protocol (Field-Tested),3.01,,267,73,3.18,4.2,20.14,3.2749,0.1617,0.0494,3.03,3.53,1.088,0.0537,0.0494
Tec-9 | Bamboo Forest (Minimal Wear),11.63,,300,65,11.69,14.65,230.77,12.3394,0.4216,0.0342,11.8,13.53,1.061,0.0362,0.0342
M4A1-S | Atomic Alloy (Minimal Wear),55.31,,654,244,54.01,115.0,9999.0,54.9521,4.6624,0.0848,53.56,115.24,0.9935,0.0843,0.0848
P90 | Trigon (Minimal Wear),17.67,,153,58,17.57,45.57,1000.0,19.5722,2.679,0.1369,17.57,25.17,1.1077,0.1516,0.1369
Desert Eagle | Trigger Discipline (Factory New),8.73,,636,127,9.49,16.17,753.84,10.388,2.1778,0.2096,8.85,19.38,1.1899,0.2495,0.2096
UMP-45 | Blaze (Factory New),40.77,,499,230,38.05,75.0,1875.0,40.8033,2.5393,0.0622,39.24,55.99,1.0008,0.0623,0.0622
M4A1-S | Black Lotus (Minimal Wear),8.86,,2890,400,8.76,11.73,100.0,9.4723,1.0539,0.1113,8.82,23.82,1.0691,0.119,0.1113
P90 | Deathgaze (Minimal Wear),13.82,,236,70,13.82,20.77,100.0,13.8473,0.2283,0.0165,13.82,15.73,1.002,0.0165,0.0165
Glock-18 | Nuclear Garden (Minimal Wear),5.21,,617,201,5.5,8.82,551.68,6.0496,0.6564,0.1085,5.46,9.68,1.1612,0.126,0.1085
M4A4 | Neo-Noir (Battle-Scarred),29.66,,147,25,31.01,42.03,146.31,29.9364,1.1598,0.0387,29.23,33.8,1.0093,0.0391,0.0387
AUG | Fleet Flock (Minimal Wear),13.31,,162,21,13.45,15.57,34.0,14.15,1.6581,0.1172,12.9,17.48,1.0631,0.1246,0.1172
AUG | Radiation Hazard (Field-Tested),3.76,,65,25,4.49,6.38,75.0,3.6516,0.0787,0.0215,3.53,3.9,0.9712,0.0209,0.0215
AWP | Chrome Cannon (Well-Worn),27.77,,327,107,27.29,30.13,300.0,27.6142,0.4577,0.0166,27.21,31.33,0.9944,0.0165,0.0166
AWP | Asiimov (Well-Worn),91.99,,576,155,92.99,150.0,3350.0,91.8623,4.077,0.0444,89.49,133.9,0.9986,0.0443,0.0444
SCAR-20 | Wild Berry (Factory New),4.97,,286,147,5.5,7.89,68.0,6.7364,1.2475,0.1852,5.52,8.91,1.3554,0.251,0.1852
Five-SeveN | Fairy Tale (Minimal Wear),66.42,,188,43,70.0,95.0,199.88,69.6881,5.7193,0.0821,65.69,83.0,1.0492,0.0861,0.0821
AK-47 | Legion of Anubis (Factory New),64.86,,763,207,63.88,100.0,1500.0,72.0259,15.6184,0.2168,63.08,113.6,1.1105,0.2408,0.2168
XM1014 | Halftone Shift (Factory New),5.08,,303,159,5.0,11.25,916.86,7.2387,1.508,0.2083,5.33,9.36,1.4249,0.2968,0.2083
Desert Eagle | Kumicho Dragon (Minimal Wear),30.15,,378,101,29.21,44.19,1098.01,30.8145,2.9063,0.0943,29.79,57.97,1.022,0.0964,0.0943
M4A4 | 龍王 (Dragon King) (Field-Tested),14.99,,659,188,14.63,20.18,349.0,15.7045,1.0351,0.0659,14.92,21.46,1.0477,0.0691,0.0659
AWP | Neo-Noir (Factory New),58.14,,1004,203,56.62,95.24,2000.0,60.4147,6.7106,0.1111,56.48,87.44,1.0391,0.1154,0.1111
AK-47 | Orbit Mk01 (Field-Tested),30.35,,364,97,30.68,43.76,188.5,30.7143,0.5518,0.018,30.04,33.85,1.012,0.0182,0.018
Glock-18 | Royal Legion (Minimal Wear),8.02,,257,84,7.8,15.955,100.0,8.4029,0.5388,0.0641,7.9,9.82,1.0477,0.0672,0.0641
Sawed-Off | Kiss♥Love (Well-Worn),3.68,,252,63,3.47,3.99,392.84,3.5821,0.6863,0.1916,3.47,8.94,0.9734,0.1865,0.1916
USP-S | Orion (Minimal Wear),68.41,,440,192,67.86,113.745,1277.43,69.5919,6.7604,0.0971,66.82,153.33,1.0173,0.0988,0.0971
UMP-45 | Wild Child (Field-Tested),3.71,,1113,400,3.77,5.345,35.3,4.8985,1.0168,0.2076,3.58,6.4,1.3203,0.2741,0.2076
AWP | Duality (Field-Tested),3.78,,3174,400,3.68,4.985,10204.09,4.7477,1.1264,0.2373,3.69,6.47,1.256,0.298,0.2373
M4A4 | Neo-Noir (Field-Tested),36.15,,1455,345,37.49,46.0,677.22,39.5447,4.7422,0.1199,35.4,53.73,1.0939,0.1312,0.1199
Five-SeveN | Case Hardened (Minimal Wear),18.39,,778,287,18.12,80.0,9397.66,18.6842,3.1024,0.166,18.39,69.36,1.016,0.1687,0.166
MAG-7 | Copper Coated (Factory New),17.52,,109,51,19.27,25.13,219.0,22.4563,4.0171,0.1789,18.81,31.21,1.2818,0.2293,0.1789
Desert Eagle | Ocean Drive (Field-Tested),69.0,,468,197,68.58,79.94,677.22,71.8687,4.6862,0.0652,67.61,88.55,1.0416,0.0679,0.0652
AWP | Ice Coaled (Field-Tested),7.93,,1052,237,7.78,12.56,942.47,8.5013,0.9061,0.1066,7.63,13.29,1.072,0.1143,0.1066
M4A1-S | Black Lotus (Field-Tested),5.56,,6430,400,5.39,6.69,45.0,5.9976,1.6258,0.2711,5.64,37.74,1.0787,0.2924,0.2711
AK-47 | Legion of Anubis (Minimal Wear),39.14,,982,174,38.69,49.65,326.72,39.0429,1.405,0.036,37.96,50.67,0.9975,0.0359,0.036
M4A1-S | Electrum (Minimal Wear),4.56,,529,181,4.54,7.44,698.21,4.6034,0.4648,0.101,4.56,10.7,1.0095,0.1019,0.101
P250 | Kintsugi (Minimal Wear),13.63,,241,80,13.63,22.855,117.68,13.6312,0.0112,0.0008,13.63,13.73,1.0001,0.0008,0.0008
USP-S | Cortex (Well-Worn),3.57,,353,145,3.5,4.36,356.45,3.5813,0.4878,0.1362,3.51,9.41,1.0032,0.1366,0.1362
M4A1-S | Electrum (Field-Tested),2.46,,379,120,3.21,4.98,80.32,2.4753,0.0848,0.0342,2.46,3.04,1.0062,0.0345,0.0342
AWP | Printstream (Field-Tested),49.08,,2528,400,48.46,65.18,569.0,55.502,9.3584,0.1686,48.25,160.84,1.1308,0.1907,0.1686
AWP | Atheris (Well-Worn),3.75,,385,184,3.72,5.25,80.0,3.7817,0.3863,0.1021,3.69,8.71,1.0084,0.103,0.1021
AUG | Fleet Flock (Field-Tested),12.68,,207,59,12.39,14.43,55.88,12.8624,0.8147,0.0633,12.2,14.57,1.0144,0.0643,0.0633
AK-47 | Nouveau Rouge (Field-Tested),14.47,,945,277,14.64,24.99,172.89,16.2647,2.0227,0.1244,14.45,21.62,1.124,0.1398,0.1244
P250 | Epicenter (Field-Tested),5.54,,472,163,5.43,8.0,60.0,6.524,0.9207,0.1411,5.43,8.01,1.1776,0.1662,0.1411
AK-47 | Phantom Disruptor (Minimal Wear),8.81,,1047,239,8.43,13.03,100.0,8.9982,0.3748,0.0417,8.72,10.55,1.0214,0.0425,0.0417
AK-47 | Frontside Misty (Well-Worn),17.3,,152,81,16.88,24.68,313.83,16.9252,0.179,0.0106,16.72,18.02,0.9783,0.0103,0.0106
Nova | Sobek's Bite (Field-Tested),11.34,,153,25,11.97,20.0,35.61,12.5744,1.6012,0.1273,11.16,15.06,1.1089,0.1412,0.1273
MP5-SD | Condition Zero (Factory New),7.07,,58,29,6.8,11.0,35.0,8.9986,1.4267,0.1585,7.0,11.01,1.2728,0.2018,0.1585
M4A4 | Turbine (Minimal Wear),3.84,,605,137,4.05,5.5,65.47,4.1531,0.3829,0.0922,3.76,5.65,1.0815,0.0997,0.0922
AK-47 | Nouveau Rouge (Minimal Wear),41.17,,719,200,41.0,61.685,691.6,43.1981,3.464,0.0802,40.08,71.4,1.0493,0.0841,0.0802
Desert Eagle | Printstream (Factory New),86.49,,1282,239,84.52,140.49,3200.0,100.0509,22.9343,0.2292,84.26,198.73,1.1568,0.2652,0.2292
M4A4 | In Living Color (Battle-Scarred),28.74,,89,25,28.27,34.25,300.0,28.8524,1.6083,0.0557,28.11,35.06,1.0039,0.056,0.0557
MP7 | Fade (Minimal Wear),8.51,,965,324,9.12,15.515,100000.0,9.9002,1.167,0.1179,8.55,12.74,1.1634,0.1371,0.1179
Desert Eagle | Firebreathing (Minimal Wear),2.98,,284,79,2.93,5.0,26.26,2.9991,0.161,0.0537,2.98,4.41,1.0064,0.054,0.0537
Galil AR | Chromatic Aberration (Battle-Scarred),3.36,,204,67,3.3,4.52,300.0,3.604,0.8002,0.222,3.26,8.3,1.0726,0.2382,0.222
P90 | Ancient Earth (Factory New),4.3,,212,104,5.49,8.3,30.0,5.3976,1.2327,0.2284,4.42,7.72,1.2553,0.2867,0.2284
Dual Berettas | Switch Board (Factory New),10.91,,123,61,10.53,17.0,499.0,14.4105,3.0826,0.2139,10.75,18.02,1.3209,0.2825,0.2139
P90 | Traction (Factory New),5.71,,133,55,5.9,9.0,45.0,7.2378,1.2255,0.1693,5.93,9.85,1.2676,0.2146,0.1693
MAC-10 | Whitefish (Factory New),6.57,,102,42,7.32,9.8,49.99,8.0429,1.4626,0.1819,6.75,11.07,1.2242,0.2226,0.1819
Dual Berettas | Oil Change (Factory New),6.16,,125,87,6.19,10.59,297.0,7.4509,1.6167,0.217,6.32,11.95,1.2096,0.2625,0.217
P250 | Dark Filigree (Factory New),23.31,,79,48,27.43,38.845,500.0,29.2996,6.9621,0.2376,22.69,40.16,1.257,0.2987,0.2376
R8 Revolver | Tango (Factory New),5.2,,162,47,5.4,6.58,82.56,6.2498,1.2311,0.197,5.28,8.52,1.2019,0.2368,0.197
AUG | Triqua (Factory New),3.77,,143,34,4.7,6.0,88.0,4.6409,0.8178,0.1762,3.76,6.21,1.231,0.2169,0.1762
MP7 | Sunbaked (Factory New),4.2,,227,73,4.67,6.93,273.43,5.724,0.984,0.1719,4.22,7.45,1.3629,0.2343,0.1719
P250 | Cyber Shell (Factory New),12.05,,112,55,14.38,23.37,5307.13,15.6589,3.2797,0.2094,11.84,20.27,1.2995,0.2722,0.2094
SG 553 | Damascus Steel (Factory New),3.27,,213,77,3.5,5.87,399.0,4.4294,0.8847,0.1997,3.48,6.05,1.3545,0.2705,0.1997
MAG-7 | Popdog (Factory New),4.51,,148,23,4.31,7.69,13.5,5.4926,1.2688,0.231,4.36,7.33,1.2179,0.2813,0.231
Desert Eagle | Mudder (Factory New),14.88,,136,75,15.85,20.9,13957.54,17.412,2.1252,0.1221,15.03,21.4,1.1702,0.1428,0.1221
Desert Eagle | The Bronze (Factory New),13.13,,287,127,15.1,17.66,444.0,14.6409,2.4997,0.1707,12.91,20.34,1.1151,0.1904,0.1707
Dual Berettas | Heist (Factory New),6.76,,240,88,8.4,11.41,225.0,7.8728,1.6699,0.2121,6.89,12.13,1.1646,0.247,0.2121
AUG | Amber Fade (Factory New),10.33,,294,145,10.59,17.55,167.96,13.355,2.7789,0.2081,10.5,19.12,1.2928,0.269,0.2081
Desert Eagle | Blue Ply (Factory New),5.79,,471,92,5.97,9.54,80.0,6.8724,1.1264,0.1639,5.75,8.95,1.1869,0.1945,0.1639
MP7 | Astrolabe (Factory New),11.27,,224,152,12.88,14.0,180.0,14.3506,2.6426,0.1841,11.2,20.8,1.2733,0.2345,0.1841
MP9 | Black Sand (Factory New),3.71,,116,60,3.88,5.465,41.4,4.6807,0.8611,0.184,3.84,6.03,1.2616,0.2321,0.184
FAMAS | Faulty Wiring (Factory New),14.32,,273,179,15.43,18.5,81.43,17.1139,2.8088,0.1641,15.18,25.73,1.1951,0.1961,0.1641
FAMAS | CaliCamo (Factory New),28.86,,77,15,29.64,37.85,390.0,37.9113,7.1379,0.1883,28.9,46.8,1.3136,0.2473,0.1883
Tec-9 | Groundwater (Factory New),3.37,,338,188,3.62,6.355,825.0,3.7751,0.438,0.116,3.46,5.59,1.1202,0.13,0.116
USP-S | Desert Tactical (Factory New),9.15,,129,85,9.5,13.24,346.75,11.3965,1.9856,0.1742,9.19,15.2,1.2455,0.217,0.1742
MAC-10 | Strats (Factory New),10.26,,145,96,9.88,13.82,50.0,11.7464,2.0214,0.1721,10.55,18.8,1.1449,0.197,0.1721
AUG | Surveillance (Factory New),2.98,,238,104,2.9,4.845,250.0,3.7773,0.8995,0.2381,3.11,5.55,1.2676,0.3019,0.2381
CZ75-Auto | Silver (Factory New),23.62,,138,42,24.23,35.545,437.53,31.6752,5.3097,0.1676,23.64,41.29,1.341,0.2248,0.1676
MAC-10 | Classic Crate (Factory New),6.69,,66,35,6.56,9.52,700.0,8.3526,1.616,0.1935,6.71,10.97,1.2485,0.2416,0.1935
FAMAS | Crypsis (Factory New),3.45,,179,97,3.62,5.22,100.0,4.0608,0.8671,0.2135,3.33,5.5,1.1771,0.2513,0.2135
PP-Bizon | Photic Zone (Factory New),7.58,,127,35,8.4,10.67,60.0,8.7831,1.559,0.1775,7.13,11.58,1.1587,0.2057,0.1775
P90 | Off World (Factory New),2.59,,204,51,3.5,4.95,116.24,3.2067,0.7075,0.2206,2.53,4.3,1.2381,0.2732,0.2206
P250 | Verdigris (Factory New),4.71,,176,74,4.86,6.91,359.78,5.6839,1.1425,0.201,4.55,7.55,1.2068,0.2426,0.201
Glock-18 | Wraiths (Factory New),14.44,,168,67,14.65,22.0,3969.69,17.5509,2.7834,0.1586,14.42,22.04,1.2154,0.1928,0.1586
Dual Berettas | Moon in Libra (Factory New),14.51,,111,62,14.41,21.615,300.0,18.4439,4.4675,0.2422,14.71,27.42,1.2711,0.3079,0.2422
Dual Berettas | Panther (Factory New),11.73,,140,73,12.85,22.29,2888.0,14.053,2.5146,0.1789,12.37,20.5,1.198,0.2144,0.1789
AWP | Acheron (Factory New),10.68,,545,129,12.95,24.09,1099.0,12.6648,2.2937,0.1811,10.7,21.13,1.1858,0.2148,0.1811
CZ75-Auto | Imprint (Factory New),5.33,,109,39,7.2,10.8,57.6,6.9182,1.0904,0.1576,5.5,8.83,1.298,0.2046,0.1576
Sawed-Off | Clay Ambush (Factory New),2.48,,208,166,4.1,7.73,400.0,3.0407,0.7082,0.2329,2.61,4.92,1.2261,0.2856,0.2329
Glock-18 | Oxide Blaze (Factory New),6.21,,206,82,6.17,10.38,57.8,7.8573,1.0289,0.1309,6.12,9.32,1.2653,0.1657,0.1309
XM1014 | Blue Tire (Factory New),5.26,,143,88,4.94,5.455,54.03,5.65,0.798,0.1412,5.35,9.46,1.0741,0.1517,0.1412
Dual Berettas | Dualing Dragons (Factory New),8.9,,127,54,8.9,12.655,1333.75,11.0293,1.7839,0.1617,8.95,14.51,1.2392,0.2004,0.1617
Galil AR | Sage Spray (Factory New),6.43,,114,41,7.38,9.99,40.0,7.8434,1.0459,0.1334,6.3,9.51,1.2198,0.1627,0.1334
R8 Revolver | Survivalist (Factory New),4.18,,185,39,4.4,6.49,100.0,5.2949,1.2113,0.2288,4.07,6.99,1.2667,0.2898,0.2288
FAMAS | Cyanospatter (Factory New),15.79,,96,42,19.69,22.785,483.61,17.5281,2.0408,0.1164,15.7,22.18,1.1101,0.1292,0.1164
Dual Berettas | Elite 1.6 (Factory New),3.13,,113,41,3.22,4.8,120.0,4.2649,0.9059,0.2124,3.13,5.5,1.3626,0.2894,0.2124
MAG-7 | Navy Sheen (Factory New),1.53,,324,154,2.1,3.12,45.14,1.8776,0.4612,0.2456,1.5,2.97,1.2272,0.3014,0.2456
Sawed-Off | Snake Camo (Factory New),3.66,,103,58,3.83,4.3,105.0,4.4217,0.5968,0.135,3.81,5.65,1.2081,0.1631,0.135
MP7 | Tall Grass (Factory New),30.49,,72,30,32.93,42.14,475.0,35.5613,7.0399,0.198,29.93,49.29,1.1663,0.2309,0.198
Tec-9 | Flash Out (Factory New),6.84,,150,38,7.73,12.505,229.6,8.9568,1.9013,0.2123,6.69,11.31,1.3095,0.278,0.2123
AUG | Radiation Hazard (Factory New),20.84,,112,30,21.68,34.495000000000005,100.0,24.3703,5.2255,0.2144,21.03,37.41,1.1694,0.2507,0.2144
AWP | Safari Mesh (Factory New),15.94,,214,110,16.88,23.535,9325.19,18.1658,1.1807,0.065,17.08,25.46,1.1396,0.0741,0.065
FAMAS | Hexane (Factory New),22.05,,87,35,22.25,40.0,1000.0,25.4269,4.4716,0.1759,21.31,33.45,1.1531,0.2028,0.1759
Five-SeveN | Forest Night (Factory New),5.52,,125,74,5.62,9.49,78.0,6.6791,0.9096,0.1362,5.55,8.13,1.21,0.1648,0.1362
MP7 | Akoben (Factory New),5.73,,125,57,6.39,10.39,525.0,6.4288,1.2342,0.192,5.49,8.78,1.1219,0.2154,0.192
FAMAS | Macabre (Factory New),28.77,,62,24,28.37,38.99,80.57,33.5667,6.2318,0.1857,28.28,44.7,1.1667,0.2166,0.1857
MAC-10 | Sienna Damask (Factory New),2.85,,172,93,3.02,3.47,43.07,3.4534,0.7887,0.2284,2.94,5.44,1.2117,0.2767,0.2284
Glock-18 | Night (Minimal Wear),33.11,,277,154,32.0,49.95,1230.0,36.8006,5.6058,0.1523,32.63,49.25,1.1115,0.1693,0.1523
PP-Bizon | Bamboo Print (Factory New),18.95,,87,23,21.01,31.12,750.0,22.3822,5.3466,0.2389,17.71,34.85,1.1811,0.2821,0.2389
P250 | Valence (Factory New),3.32,,248,83,3.52,5.98,850.0,3.9537,0.7815,0.1977,3.38,7.53,1.1909,0.2354,0.1977
R8 Revolver | Desert Brush (Factory New),3.74,,200,62,4.04,5.045,232.28,4.9994,1.3138,0.2628,3.86,7.16,1.3367,0.3513,0.2628
PP-Bizon | Seabird (Factory New),10.03,,240,113,10.13,14.16,114.46,12.1023,2.6846,0.2218,9.96,20.73,1.2066,0.2677,0.2218
P90 | Desert DDPAT (Factory New),2.47,,279,165,2.76,13.0,45.0,2.8682,0.5098,0.1777,2.59,4.5,1.1612,0.2064,0.1777
Glock-18 | Clear Polymer (Factory New),6.43,,315,92,6.56,8.32,58.33,7.1042,0.9158,0.1289,6.3,9.25,1.1049,0.1424,0.1289
Dual Berettas | Briar (Factory New),7.94,,160,64,8.48,10.985,55.0,9.5923,2.2762,0.2373,8.07,14.95,1.2081,0.2867,0.2373
P2000 | Red FragCam (Factory New),26.79,,68,32,27.42,44.27,1250.0,29.4541,4.5895,0.1558,26.15,40.31,1.0994,0.1713,0.1558
Glock-18 | Red Tire (Factory New),49.06,,106,50,51.43,70.755,694.32,56.9206,10.3179,0.1813,49.0,80.47,1.1602,0.2103,0.1813
Galil AR | Blue Titanium (Factory New),16.37,,340,141,18.21,29.22,630.72,17.8701,2.0701,0.1158,16.45,26.56,1.0916,0.1265,0.1158
Dual Berettas | Royal Consorts (Factory New),24.08,,182,75,25.24,32.0,90.0,31.3385,6.2934,0.2008,24.69,43.58,1.3014,0.2614,0.2008
Glock-18 | Catacombs (Factory New),5.94,,369,153,6.04,8.48,892.46,6.5316,1.0952,0.1677,6.02,9.94,1.0996,0.1844,0.1677
Dual Berettas | Cartel (Factory New),9.81,,132,67,9.99,13.99,75.0,11.8857,2.2483,0.1892,9.72,16.13,1.2116,0.2292,0.1892
Desert Eagle | Heat Treated (Factory New),64.76,,823,400,68.43,180.0,100000.0,70.0425,22.0883,0.3154,62.47,472.32,1.0816,0.3411,0.3154
FAMAS | Decommissioned (Factory New),11.94,,170,73,14.63,21.6,72.86,14.2764,2.0703,0.145,11.78,18.39,1.1957,0.1734,0.145
MAC-10 | Surfwood (Factory New),10.24,,181,86,10.97,13.28,1000.0,11.6667,2.0373,0.1746,10.69,17.69,1.1393,0.199,0.1746
Dual Berettas | Balance (Factory New),18.82,,52,23,19.45,25.0,617.67,24.9309,5.0157,0.2012,19.53,33.25,1.3247,0.2665,0.2012
MP9 | Slide (Factory New),2.65,,175,90,2.63,4.5,923.29,3.5438,0.9028,0.2548,2.76,10.61,1.3373,0.3407,0.2548
Glock-18 | Grinder (Factory New),14.82,,604,272,15.33,31.335,4500.0,16.1024,1.7013,0.1057,15.12,27.34,1.0865,0.1148,0.1057
AUG | Navy Murano (Factory New),15.84,,117,54,15.89,21.59,100.0,19.4872,4.064,0.2085,16.32,29.85,1.2303,0.2566,0.2085
AK-47 | Steel Delta (Factory New),24.86,,454,156,24.0,35.0,230.38,27.7831,4.2519,0.153,24.65,39.46,1.1176,0.171,0.153
Galil AR | Sandstorm (Minimal Wear),19.36,,172,78,24.11,38.265,3333.33,21.0463,3.1016,0.1474,19.1,30.3,1.0871,0.1602,0.1474
AUG | Aristocrat (Factory New),17.56,,154,56,18.18,25.0,142.35,20.0827,3.8937,0.1939,17.2,28.07,1.1437,0.2217,0.1939
AUG | Amber Slipstream (Factory New),2.49,,238,63,2.48,4.0,28.22,2.9684,0.6868,0.2314,2.41,4.1,1.1921,0.2758,0.2314
AUG | Arctic Wolf (Factory New),25.19,,203,57,24.14,38.37,164.9,29.6468,5.4598,0.1842,25.33,42.16,1.1769,0.2167,0.1842
AWP | Black Nile (Factory New),32.56,,449,175,34.1,52.18,4167.22,40.2368,8.1295,0.202,32.07,55.78,1.2358,0.2497,0.202
FAMAS | 2A2F (Factory New),9.69,,417,206,13.03,24.0,150.0,12.8625,2.0892,0.1624,10.32,17.56,1.3274,0.2156,0.1624
Dual Berettas | Anodized Navy (Factory New),25.48,,114,46,25.78,33.68,503.34,29.3265,3.5745,0.1219,25.38,40.37,1.151,0.1403,0.1219
Glock-18 | Winterized (Factory New),3.63,,373,146,3.58,5.6,351.86,4.5866,0.8509,0.1855,3.68,6.02,1.2635,0.2344,0.1855
P2000 | Granite Marbleized (Factory New),15.22,,61,32,16.25,23.025,300.0,18.0125,2.4056,0.1336,15.12,21.48,1.1835,0.1581,0.1336
AK-47 | Safari Mesh (Factory New),15.0,,366,147,15.55,25.0,50000.0,17.0796,1.7298,0.1013,15.74,25.7,1.1386,0.1153,0.1013
Five-SeveN | Nightshade (Factory New),21.05,,64,19,21.73,29.3,380.0,23.8084,4.5668,0.1918,20.56,32.08,1.131,0.217,0.1918
Tec-9 | Mummy's Rot (Factory New),29.81,,109,49,30.71,41.13,1113.55,36.0361,4.0641,0.1128,30.99,44.18,1.2089,0.1363,0.1128
AWP | POP AWP (Factory New),58.1,,609,182,60.74,87.265,2926.84,65.3917,9.5199,0.1456,57.45,104.19,1.1255,0.1639,0.1456
M4A1-S | Fizzy POP (Factory New),11.01,,844,179,11.92,21.2,500.72,13.1687,2.652,0.2014,11.08,19.6,1.1961,0.2409,0.2014
MAG-7 | Silver (Factory New),26.42,,129,37,31.1,57.37,100000.0,32.7665,5.6788,0.1733,26.15,46.64,1.2402,0.2149,0.1733
P250 | Mint Kimono (Factory New),23.35,,102,82,25.11,34.47,775.0,28.7368,5.1649,0.1797,23.62,40.89,1.2307,0.2212,0.1797
Desert Eagle | Urban DDPAT (Minimal Wear),16.4,,138,51,18.6,26.0,310.0,18.3841,3.0997,0.1686,16.32,26.16,1.121,0.189,0.1686
SSG 08 | Detour (Factory New),57.96,,134,50,66.04,93.71,100000.0,65.509,12.9703,0.198,56.72,116.7,1.1302,0.2238,0.198
AK-47 | Point Disarray (Factory New),82.84,,646,166,88.0,148.715,1687.17,87.453,11.3335,0.1296,79.55,117.37,1.0557,0.1368,0.1296
M4A1-S | Bright Water (Minimal Wear),70.15,,537,247,82.05,174.07,11689.12,70.7129,3.5991,0.0509,68.88,91.17,1.008,0.0513,0.0509
R8 Revolver | Fade (Field-Tested),82.03,,122,32,86.35,99.95,218.86,90.4559,6.2627,0.0692,79.31,99.71,1.1027,0.0763,0.0692
AK-47 | Wintergreen (Factory New),7.14,,1778,400,7.89,15.47,888.88,9.945,3.281,0.3299,7.48,43.17,1.3929,0.4595,0.3299
MAC-10 | Fade (Factory New),72.69,,834,324,75.52,115.155,1444.44,78.9706,6.8913,0.0873,70.88,112.91,1.0864,0.0948,0.0873
Galil AR | Cerberus (Field-Tested),37.76,,338,109,41.7,69.99,871.49,42.9394,5.7988,0.135,37.1,55.14,1.1372,0.1536,0.135
USP-S | Cortex (Field-Tested),3.86,,1947,400,3.9,5.0,500.94,4.0462,0.6275,0.1551,3.9,15.58,1.0482,0.1626,0.1551
AWP | Queen's Gambit (Field-Tested),74.11,,359,142,74.11,110.0,518.03,74.2368,0.8785,0.0118,74.11,83.18,1.0017,0.0119,0.0118
AK-47 | Phantom Disruptor (Factory New),34.77,,612,155,36.94,59.0,2317.67,39.2505,6.9114,0.1761,34.13,71.77,1.1289,0.1988,0.1761
AWP | Redline (Minimal Wear),72.64,,1772,400,73.59,170.0,20000.0,74.8965,7.1293,0.0952,70.81,115.29,1.0311,0.0981,0.0952
Sawed-Off | The Kraken (Minimal Wear),84.57,,75,21,85.34,100.0,2000.0,84.4157,1.9539,0.0231,82.41,88.93,0.9982,0.0231,0.0231
M4A1-S | Black Lotus (Well-Worn),6.29,,217,84,6.13,8.06,60.0,6.3106,0.1396,0.0221,6.15,6.95,1.0033,0.0222,0.0221
XM1014 | Ziggy (Factory New),7.71,,164,51,8.83,17.32,109.99,9.7492,2.0603,0.2113,7.64,12.93,1.2645,0.2672,0.2113
SSG 08 | Turbo Peek (Field-Tested),16.75,,437,151,17.61,24.75,70.0,18.1542,1.3901,0.0766,17.09,22.91,1.0838,0.083,0.0766
USP-S | Purple DDPAT (Field-Tested),16.09,,92,17,15.9,22.2,60.6,15.9041,0.2171,0.0137,15.72,16.58,0.9884,0.0135,0.0137
AUG | Spalted Wood (Factory New),10.26,,124,48,10.68,15.47,50.0,10.68,1.6028,0.1501,9.85,16.33,1.0409,0.1562,0.1501
M4A1-S | Nightmare (Field-Tested),9.16,,1171,370,9.1,12.36,199.49,9.7184,0.9702,0.0998,9.15,13.42,1.061,0.1059,0.0998
Desert Eagle | Crimson Web (Minimal Wear),40.61,,527,186,40.58,71.55,1500.0,43.9669,5.9018,0.1342,39.85,60.88,1.0827,0.1453,0.1342
AUG | Chameleon (Minimal Wear),81.25,,317,94,80.1,95.88,585.85,81.1936,1.6183,0.0199,79.35,85.1,0.9993,0.0199,0.0199
P90 | Storm (Minimal Wear),3.45,,58,30,3.3,4.1,20.0,3.8073,0.688,0.1807,3.33,5.37,1.1036,0.1994,0.1807
AWP | Elite Build (Field-Tested),14.37,,446,161,14.09,34.0,269.0,14.4016,0.5868,0.0407,13.97,18.3,1.0022,0.0408,0.0407
